id,name,count,name_eng
8211,anos,3,years
8221,hier,3,here
4671,ciottoli,2,pebbles
4716,segnaletica,2,signage
4717,motorini,2,engine
4728,medici,2,medici
4775,catene,2,chains
4793,stalls,2,stalls
4809,MECO,2,MECO
4817,Italian forum,2,Italian forum
4836,hhome,2,hhome
4860,pilastro dissuasore,2,deterrent pillar
4864,aspettare,2,wait
4946,Domingo,2,Domingo
4959,Cocas,2,cokes
4974,Trabajo,2,Job
4976,Cajas de fruta,2,fruit boxes
4979,parada bus,2,bus stop
5051,Ping-pong,2,Ping-pong
5059,BB9,2,BB9
5067,Liegestühle,2,Deck chairs
5074,Bier,2,Bier
5088,Polizei,2,police
5097,ABSV,2,ABSV
5105,defekt,2,defect
5107,fehlende taktile Pflasterung,2,lack of tactile paving
5109,Kreuzung,2,Crossing
5127,cinemas,2,cinemas
5149,violin,2,violin
5164,Brandenburger Tor,2,Brandenburg Gate
5171,üben,2,practice
5175,selfies,2,selfies
5193,Water pump,2,Water pump
5208,Vorstellung,2,Performance
5220,Galway,2,Galway
5221,NCBI,2,NCBI
5233,Antoni Abad,2,Antoni Abad
5237,Lagoa,2,Pond
5290,Educacion,2,Education
5308,Colegio,2,School
5309,Pedras,2,Stones
5310,Cabina telefo,2,Cabin phone
5315,CORREOS,2,CORREOS
5320,casco vello,2,hair helmet
5338,Parada taxi,2,taxi stop
5353,agua potable,2,drinking water
5372,Info generica,2,Generic info
5376,Bereich Lebensmittel,2,Food area
5380,Calor,2,Heat
5383,Narrow street,2,Narrow street
5407,Brakprzejscia,2,No transition
5417,Dziura w chodniku,2,Hole in the sidewalk
5422,Powitanie,2,Welcome
5426,Polski Związek Niewidomych,2,Polish Association of the Blind
5455,Kameleon,2,Chameleon
5491,Rekreacja,2,Recreation
5501,Biedronka,2,Ladybird
5531,makieta,2,model
5534,Placki,2,Pies
5578,Piano,2,Piano
5592,Kiosk,2,Kiosk
5595,Lody,2,Ice-cream
5609,Szumiąca zagadka,2,A humming puzzle
5637,supermarkety,2,supermarkets
5640,Dworzec glowny,2,Main station
5649,,2,
5659,Drum,2,Drum
5660,silence,2,silence
5661,gretapower,2,gretapower
5667,prosecco,2,prosecco
5696,ponte di Calatrava,2,Calatrava bridge
5697,Piazzale Roma,2,Piazzale Roma
5741,acqualta,2,acqualt
5743,magia,2,magic
5761,San Marco,2,San Marco
5772,Guggenheim,2,Guggenheim
5801,fondaco tedeschi,2,German warehouse
5808,Giocattoli,2,Toys
5859,laguna,2,laguna
5862,Carcere,2,Prison
5866,Rialto,2,Rialto
5881,buio,2,dark
5905,foresta,2,forest
5906,nightinvenice,2,nightinvenice
5921,statue,2,statue
5924,Arsenale,2,Arsenal
5929,Affollamento,2,Crowding
5955,Cantiere,2,Worksite
5956,tradizione,2,tradition
5971,pesce,2,pesce
5972,Aaudiolibro,2,Aaudiolibro
6048,modellino edificio,2,building model
6052,andanes,2,platforms
6057,Locali,2,Local
6059,Edicola,2,News kiosk
6088,inferriata,2,railing
6095,scuola san rocco,2,San Rocco school
6104,frari,2,frari
6105,san polo,2,san polo
6119,poesia,2,poetry
6122,tavoli,2,tables
6124,accesso disabili,2,disabled access
6133,riva,2,riva
6153,targhe,2,license plates
6166,rocco,2,rocco
6174,Passerella,2,Catwalk
6193,informazioni,2,information
6197,Riposo,2,Rest
6199,giostre,2,rides
6209,tombini,2,manholes
6212,Partigiane,2,Partisans
6214,parcheggio,2,parking
6259,navi,2,navi
6270,Sete,2,Seven
6272,studenti,2,students
6281,spritz,2,spritz
6309,donne,2,donne
6322,palazzi,2,buildings
6332,Giobbe,2,Job
6337,sinagoga,2,synagogue
6339,panificio,2,bakery
6343,artigianato,2,craftsmanship
6354,Movimento,2,Movement
6372,Aigua,2,water
6373,soroll,2,noise
6376,pizzeria,2,pizzeria
6378,corte,2,court
6394,Parcheggi,2,Parking
6418,Ostello,2,Hostel
6425,venetians,2,venetians
6447,Lido,2,Lido
6449,piscina,2,pool
6459,campo da tennis,2,tennis court
6465,s.Elena,2,s.Elena
6489,Utilities,2,Utilities
6521,Oficina,2,Office
6528,souvenir,2,souvenir
6533,supermercato,2,supermarket
6540,Casinò,2,Casino
6545,Descrizione ambientale,2,Environmental description
6551,Spiagge,2,Beaches
6603,Ortsbeschreibung,2,Location description
6607,família,2,family
6618,Olafur Eliasson,2,Olafur Eliasson
6619,Green Light,2,Green Light
6632,Venezuela,2,Venezuela
6636,paesi nordici,2,Nordic countries
6648,tempesta,2,storm
6651,Festa,2,Party
6653,documenta,2,documenta
6655,Concerto,2,Concerto
6667,rosa,2,rosa
6676,pendientes,2,earrings
6685,texturas,2,textures
6710,incivico,2,uncivic
6721,Plantas,2,Plants
6724,Amores,2,Loves
6747,Moscowneversleeps,2,Moscowneversleeps
6749,Center of the travelers,2,Center of the travelers
6783,fauna,2,fauna
6820,Cantar,2,Sing
6826,detalles urbanos,2,urban details
6829,cauce,2,channel
6862,Picanya,2,Picanya
6876,Horno,2,Oven
6902,sabores,2,flavors
6923,Tranquilidad,2,Tranquillity
6924,Palomas,2,Pigeons
6928,mirlos,2,blackbirds
6931,arena,2,arena
6932,música callejera,2,street music
6947,voz,2,voice
6949,espectaculo,2,show
6950,mercat,2,market
6952,entrevista,2,interview
6959,pintura,2,paint
6964,juegos,2,games
7005,navegando,2,browsing
7009,segunda parte,2,second part
7024,Aroma,2,Aroma
7025,césped,2,grass
7077,Torres Quart,2,Torres Quart
7082,La primera Once de Valencia,2,The first Valencia XI
7083,Churros,2,Churros
7170,São Paulo,2,São Paulo
7188,Dorina Nowill,2,Dorina Nowill
7201,Arquitetura,2,Architecture
7208,vivência,2,experience
7209,Rosewood,2,Rosewood
7210,Cidade Matarazzo,2,City Matarazzo
7214,Pão de queijo,2,Cheese bread
7244,Centro cultural,2,Cultural center
7249,instituto magnus,2,a great institution
7274,piso tátil do lado direito,2,tactile floor on the right
7275,piso,2,piso
7311,ensaio,2,rehearsal
7343,#,2,
7350,blindwikibr,2,blindwikibr
7354,Roselene,2,Roselene
7364,Bispo do Rosário,2,Bishop of Rosario
7409,Shopping cidade São Paulo,2,Shopping city São Paulo
7420,Mequi 1000,2,Mequi 1000
7435,Agradecimento,2,Thanks
7445,Instituto Moreira Salles,2,Moreira Salles Institute
7449,cantando e encantando,2,singing and enchanting
7450,comércio ambulante,2,street trading
7454,diversidade na Paulista,2,diversity in Paulista
7458,artesanato na Paulista,2,crafts in Paulista
7459,artista de rua,2,street artist
7466,Moreira Salles,2,Moreira Salles
7476,árvores,2,trees
7485,lixo,2,trash
7491,Asac,2,Assoc
7523,pessoas,2,people
7524,buracos,2,holes
7549,faculdade Oswaldo Cruz,2,Oswaldo Cruz College
7553,superação,2,resilience
7564,Calçada,2,Sidewalk
7602,Memorial America Latina,2,Memorial America Latina
7609,Rua Camaragibe,2,Camaragibe Street
7634,Rota Sorocaba,2,Sorocaba Route
7663,Sesc Sorocaba,2,Sesc Sorocaba
7665,Carolina Maria,2,Carolina Maria
7668,sp,2,sp
7683,Eodoviaria,2,Eodoviaria
7712,Rota,2,Rota
7724,Depoimento,2,Testimonial
7734,Olhar diferente,2,Different look
7745,Taste festival,2,Taste festival
7754,Basalto,2,Basalt
7787,nascente,2,spring
7838,Gostosuras,2,Treats
7843,Sustentabilidade,2,Sustainability
7851,Novo servidor,2,New server
7869,reivindicar,2,claim
7897,autobuses,2,bus
7905,Arc de triomph,2,Arc de triomph
7920,paissatge sonor,2,sound landscape
7937,parcs,2,parks
7940,Camí,2,road
7946,atenció,2,attention
7949,elements urbans,2,urban elements
7954,element tàctil,2,touch element
7956,riu,2,riu
7957,muntanya,2,mountain
7961,Random,2,random
7967,panell informatiu,2,information panel
7969,Església de Rigolisa,2,Church of Rigolisa
7981,cavalls,2,horses
7983,sons,2,sons
7994,Mas Fogonussa,2,But Fogonussa
8010,Parc de l’oreneta,2,Oreneta park
8016,Tàrrega,2,load
8018,Monestir de Pedralbes,2,Monastery of Pedralbes
8039,hello,2,hello
8045,well,2,well
8050,ambient,2,ambient
8087,Road,2,Road
8094,Walk,2,Walk
8100,obstacle,2,obstacle
8136,corrego,2,I run
8160,parte,2,part
8163,campiello,2,campiello
8164,fontana,2,fontana
8176,ocells,2,birds
8205,cascades,2,cascades
8241,pati interior,2,to suffer inwardly
8242,terraza,2,terrace
1754,prova,1,trial
2916,obj.casa,1,obj.casa
4619,accademia,1,accademia
4677,mappe,1,maps
4805,plans,1,plans
4811,Indian restaurant,1,Indian restaurant
4813,Garden pub,1,Garden pub
4814,outdoors,1,outdoors
4821,Italian restaurant,1,Italian restaurant
4823,exercise,1,exercise
4824,Irish pub,1,Irish pub
4827,inconveniences,1,inconveniences
4835,Indian Pakistani restaurant,1,Indian Pakistani restaurant
4837,very manly,1,very manly
4839,ferwharf,1,ferwharf
4840,helpful staff,1,helpful staff
4841,walking exercise,1,walking exercise
4842,fantastic pub food,1,fantastic pub food
4843,exercisey,1,exercisey
4844,laundromat,1,laundromat
4846,support group,1,support group
4868,antest,1,antecedent
4870,me non sa,1,I don't know
4948,Probeta,1,Test tube
4949,En el eacc,1,in the eacc
4952,cosas,1,things
4957,nubes,1,clouds
4960,pan de leña,1,wood bread
4961,bollería,1,pastries
4963,Descripcion,1,Description
4965,recinto de ferias,1,fairground
4971,Ayuda,1,Aid
4980,bordillos,1,curbs
4986,Terra,1,Terra
4991,Relax sin coffee,1,Relax sin coffee
4992,chica grey,1,chica grey
4994,Armarios,1,Wardrobes
4999,encima de la acera,1,above the sidewalk
5005,máquina expendedora,1,vending machine
5006,largo,1,largo
5007,muchos metros,1,many meters
5008,corte ingles,1,english court
5009,parque ribalta,1,limelight park
5017,Cañón,1,Canon
5018,rubia,1,blonde
5030,Wifi,1,Wifi
5050,Exhibition,1,Exhibition
5055,anfassen,1,touch
5058,faces,1,faces
5060,Ferry,1,Ferry
5065,Gurke,1,Cucumber
5069,Wurm,1,Wurm
5071,geheim,1,secret
5076,Grill,1,Grill
5077,Aufnahme,1,Recording
5078,willkommen,1,welcome
5084,Tacheles,1,Tacheles
5086,squat,1,squat
5089,best,1,best
5090,Wasserturm,1,Water tower
5091,springen,1,jump
5093,MIDI,1,MIDI
5095,Klanginstallation,1,Sound installation
5096,Treppenhaus,1,Staircase
5098,meeting,1,meeting
5099,supermarket,1,supermarket
5108,campus,1,campus
5111,Tastmodell,1,Tastmodell
5113,Flohmarkt,1,Flea market
5116,Holz,1,Holz
5117,Empfehlung,1,Recommendation
5123,cultural centers,1,cultural centers
5128,performances,1,performances
5129,pedestrian crossings,1,pedestrian crossings
5130,university campus,1,university campus
5131,audio guides,1,audio guides
5132,Seitenstraße,1,Side street
5134,akustisches Signal,1,acoustic signal
5135,Hähnchen,1,chicken
5136,Brandenburgertor,1,Brandenburgertor
5146,Denke mal,1,Think about it
5147,Tiergarten,1,Zoo
5151,Reichstag,1,Reichstag
5154,Spree,1,Spree
5155,Street crossing,1,Street crossing
5160,ruhig,1,quiet
5162,Verschwörungstheorie,1,Conspiracy theory
5163,Friedenslauf,1,Peace Run
5169,Hoffnung,1,Hope
5172,nervig,1,annoying
5176,Raben,1,Raben
5177,Kastanienallee,1,Chestnut Avenue
5179,Berlin Wall,1,Berlin Wall
5180,Saxophone,1,Saxophone
5185,Bakery,1,Bakery
5187,Balzer,1,Balzer
5188,Cul-de-sac,1,Dead end
5189,oasis,1,oasis
5191,Einkaufen in Berlin,1,Shopping in Berlin
5192,backyard,1,backyard
5194,no drinking water,1,no drinking water
5195,Öffentlicher Raum,1,Public space
5197,Anezettelt,1,Anezettelt
5198,Strandbad Mitte,1,Central lido
5199,Springbrunnen,1,fountain
5200,französische Botschaft,1,French embassy
5201,Pariser Platz,1,Paris Square
5202,Lärm,1,Noise
5203,Stille,1,Quiet
5204,Holocaust Denkmal,1,Holocaust Denkmal
5206,Veranstaltungen,1,Events
5207,Michael Jackson,1,Michael Jackson
5209,Hohenschönhausen,1,Hohenschönhausen
5210,Jail,1,Jail
5211,blind guided tour,1,blind guided tour
5212,helmut,1,helmut
5214,moin,1,moin
5215,BSBH,1,Bsbh
5216,blind,1,blind
5217,sehbehindert,1,visually impaired
5218,blindenselbsthilfe,1,blind self-help
5219,Beratung,1,Advice
5222,First,1,First
5223,i m on Market Square,1,i m on Market Square
5230,Compostela,1,Compostela
5232,Gaiteiro,1,Gaiteiro
5239,balea,1,the whale
5240,Milladoiro,1,milladoiro
5241,Ames,1,Ames
5246,ONCE,1,ONCE
5248,Oficina tráfico,1,Traffic workshop
5251,Fochanca,1,Fochanca
5254,paso,1,paso
5255,Fotocopias,1,Photocopies
5257,servicios alumnado,1,student services
5258,Obras,1,Works
5260,Semáforos no sonoros,1,Non-sounding traffic lights
5262,Civus,1,A citizen
5264,matemáticas,1,mathematics
5266,Feuga,1,do it
5267,Escuela ingeniería,1,engineering school
5269,Mata ciegos,1,Kill the blind
5270,IA,1,IA
5271,Iiaa,1,Ia
5273,IIT,1,IIT
5274,rampa con peligro,1,dangerous ramp
5276,CACTUS,1,CACTUS
5277,TYC,1,TYC
5278,Imprenta,1,Printing
5280,OPUS,1,OPUS
5282,Pistas atletismo,1,Athletics tracks
5285,Precaución mami,1,Caution mommy
5286,Zona verde,1,green area
5291,Institutos,1,Institutes
5294,Kioscos,1,Kiosks
5300,Semaforo sonoro,1,Sound traffic light
5302,Cerveceria,1,Brewery
5305,línea 5,1,line 5
5306,Igrexas,1,Churches
5311,Entrada inaccesible,1,Inaccessible entrance
5312,Supermercados,1,Supermarkets
5313,froiz,1,frozen
5319,Franco,1,Franco
5322,Xamon,1,Hamon
5323,buenjamon,1,goodjamon
5324,merenda,1,snack
5325,RECORDOS,1,MEMORIES
5326,tradicional,1,traditional
5328,Plataformas,1,Platforms
5330,hostal,1,hostel
5331,con cello,1,with cello
5333,Obradoiro,1,workshop
5335,Tabernas,1,Taverns
5336,convento,1,convent
5340,santa lucia,1,holy lucia
5341,peregrinos,1,pilgrims
5342,Ferias,1,Fairs
5343,San Martín Pinario,1,San Martin Pinario
5344,Claustro,1,Cloister
5345,Acceso minusvalidos,1,Disabled access
5347,Casa da Troia,1,House of Troy
5352,descanso,1,rest
5358,Portales,1,Portals
5359,Obras finalizada,1,Works completed
5361,Verán,1,summer
5362,Plazos discapacitados,1,Disabled deadlines
5364,Aldeas,1,Villages
5371,ein,1,a
5373,strand,1,strand
5374,Italian,1,Italian
5375,extertal,1,extertal
5377,Drogerie Markt,1,Drugstore market
5378,tapeten,1,the wallpaper
5381,Sightseeing,1,Sightseeing
5382,Info generali,1,General info
5384,Fitness,1,Fitness
5385,Recomendado para visitar,1,Recommended to visit
5390,Cartello,1,Sign
5393,Totem,1,Totem
5404,Halo,1,Halo
5409,Ogromny kot,1,A huge cat
5411,podwórko,1,backyard
5413,Wiersz na murze,1,A poem on the wall
5414,duze skrzyzowanie,1,big intersection
5415,Wąski chodnik,1,Narrow sidewalk
5416,udźwiękowione,1,voiced
5418,Kirche,1,Church
5419,church,1,church
5420,église,1,church
5423,Witam Tadeusz,1,Hello Tadeusz
5424,Tomek,1,Tomek
5427,Zamieszkuje Iza Dawidowicz,1,Iza Dawidowicz lives here
5429,Gródek,1,Gródek
5430,Szukamy internetu,1,We are looking for the Internet
5432,Muchomory,1,Muchomory
5433,grzyby,1,mushrooms
5434,Boisko,1,Field
5435,sztuczna nawierzchnia,1,artificial surface
5436,Palarnia,1,Smoking room
5437,W kierunku centrum,1,Towards the center
5438,Dąb,1,Oak
5439,Laka,1,Laka Laka
5440,stadion,1,stadium
5443,hałas,1,noise
5444,duży ruch,1,heavy traffic
5445,skrzyżowanie,1,intersection
5446,Granie na trawie,1,Playing on the grass
5447,Przychodnia Pulsantis,1,Pulsantis Clinic
5448,Hala Targowa,1,Market Hall
5452,funlife,1,funlife
5453,Szkolenie,1,Training
5454,Fontanna rynek,1,Market fountain
5458,Pregież rynek Wrocław,1,Pregież market square in Wrocław
5460,teraz,1,Now
5461,Schody do nikad,1,Stairs to Never
5462,Dobra,1,Good
5463,Plac strzelecki,1,Shooting square
5464,Spacer,1,Spacer
5465,Feniks,1,Phoenix
5467,Zus,1,Out
5468,Urząd miasta Wrocław,1,Wrocław City Hall
5469,Read them into croissant no shit I can hours if you,1,Read them into croissant no shit I can hours if you
5472,Wodka,1,vodka
5473,Jas i Malgosia,1,According to the Malgosia
5475,pasaż,1,passage
5478,Kino helios,1,Kino helios
5479,Chatka na jatkach,1,A hut on a shambles
5480,Witaminka rynek Wrocław,1,Vitaminka market in Wrocław
5481,kałuże,1,puddles
5484,zwiędłe kwiaty,1,withered flowers
5485,piękna zieleń,1,beautiful greenery
5486,Łucznicy,1,Archers
5487,ukryte schody,1,hidden stairs
5488,Turystyka,1,Tourism
