tag_id,text,cluster,count,x,y
6247,nature,19,16,5.3076634,9.06255
6666,Project,-1,16,2.0094593,6.1783266
6671,Words and more,-1,16,5.7991414,3.541898
4693,tram,3,15,-1.1153831,3.3871226
5011,obstacle,53,15,3.859043,5.3679953
5391,Vaporetto,-1,15,5.1806364,7.4832006
6114,Services,52,15,3.2794292,3.8959286
6369,mare,58,15,3.7446654,8.994224
7322,Japan House,22,15,0.7498931,6.393639
4624,sole,55,14,4.2452116,6.698262
5283,Monument,28,14,5.6604166,1.5734428
7631,MACS,49,14,2.8531497,3.5538585
4707,Political Science,52,13,4.3929105,4.3140454
5057,sculptures,-1,13,7.3131433,5.8528333
5122,hotels,22,13,0.69209605,6.684526
6050,streets for everyone,9,13,-0.24625574,1.6643884
6126,sounds,27,13,7.8404784,2.0122855
7342,Paulista,57,13,1.5843555,8.884689
4801,transport,3,12,-0.808997,2.9153118
4851,Vision Australia,36,12,7.521481,4.6541624
5036,Artworks,35,12,7.7351255,5.483229
5041,S-Bahn,3,12,-1.0965368,3.4427462
5173,Coffee tables,15,12,7.3011045,10.474852
5421,Workshop,44,12,2.944853,5.546902
5622,City game,22,12,0.5705136,7.3446665
6148,Relax,2,12,9.064819,6.7343097
6210,bas-reliefs,30,12,7.3800335,1.3636702
6809,streets,9,12,-0.35378996,1.6593623
7239,sp cultural center,29,12,4.6405725,1.83312
4722,planters,21,11,5.1443653,9.909677
5736,silence,2,11,9.041625,6.362517
6063,luci,-1,11,7.0747075,7.109679
4699,jobs,44,10,2.8504307,5.3996034
4812,good cafe,15,10,7.4641414,10.435324
5039,playground,10,10,-0.7353815,5.4027667
5140,Memorial,-1,10,5.6353326,1.6338689
5247,Disabled parking,3,10,-1.189333,2.8130054
5428,School,16,10,3.2335486,0.9639823
5750,perfumes,-1,10,6.8338075,9.458637
5855,vento,-1,10,5.9391947,7.1821346
5864,Noises,27,10,8.066963,2.1415427
6814,Sensations,59,10,6.2398477,4.8502254
4284,street,9,9,-0.30469278,1.6354057
4785,test,56,9,5.064948,5.4560513
5698,Baccari,58,9,3.6883388,9.0579605
5753,people,-1,9,3.1194663,2.5025089
5965,market,38,9,1.387911,5.433523
6138,Targa,58,9,3.5850346,8.398198
6390,binary,45,9,3.4683602,6.2472434
7058,hospital,42,9,1.9964694,3.8289793
5072,Bicycle,7,8,-0.38936242,2.866523
5303,Parque,10,8,-0.96360487,5.6431437
5804,tactile maps,34,8,6.8526425,5.7114577
6039,porta,6,8,1.1379411,4.4299226
6079,Sculpture,-1,8,7.3237047,5.8511367
6130,description,-1,8,5.1876845,3.6573915
6778,Interiors,22,8,0.7203236,6.3428407
7965,Path of lovers,32,8,4.254645,2.7440202
4724,colonna,58,7,3.9748132,8.336062
4795,furniture,22,7,0.57197326,6.149376
4808,braille,47,7,5.35012,3.1859176
5020,urban art,35,7,7.844063,5.5527706
5037,u-Bahn,3,7,-1.0836931,3.471743
5104,Traffic light,25,7,7.4509134,7.0539207
5137,tourists,29,7,4.531483,1.7003058
5234,BlindWiki,-1,7,7.8019557,4.124335
6340,pharmacy,37,7,1.9426904,5.3219976
6348,archi,58,7,4.0073447,8.107358
7073,street art,35,7,7.8499284,5.5093503
7599,Memorial of Latin America,57,7,2.2943897,9.3209505
7717,MAM,58,7,3.554882,7.621328
7839,Museum of Tomorrow,28,7,5.49962,1.223677
4227,Testapipi,58,6,4.374059,7.5620165
4228,apiTest,56,6,5.05685,5.50862
4352,rain,24,6,6.250243,7.6795316
4865,legends,-1,6,5.3956156,3.8286524
4869,door,6,6,1.1303169,4.492321
5092,Demonstration,28,6,5.133327,1.8262769
5256,ATM,44,6,2.7730033,5.650169
5314,Museums,28,6,5.5345044,1.2757186
5365,pueblos,22,6,1.3387164,7.313677
5387,School,16,6,3.1807668,0.9383807
5477,Stop,-1,6,4.486658,4.850716
5738,seagulls,12,6,7.7802644,8.217916
5781,Aosta,58,6,3.3539224,8.514805
5791,calm,2,6,9.119125,6.513209
5888,plant,21,6,5.1202908,9.971639
6025,San Rocco,50,6,2.1920578,10.2260895
6248,night,26,6,6.829538,7.183671
6266,headquarters,-1,6,2.8049,5.0885587
6552,beach,23,6,5.5008326,8.358407
7079,wall,5,6,0.8150126,4.785798
7110,French Cottage,22,6,0.83089113,6.866745
7177,branch,20,6,5.127614,10.510475
7506,Carlos,57,6,2.7294393,9.295456
4700,incivility,52,5,4.0511546,4.1982255
4819,entrance,6,5,1.1231519,4.3471384
4955,Rags,-1,5,2.9797778,6.24659
4996,aerial obstacle,53,5,3.6598299,5.3500686
5075,Dog,12,5,7.300653,8.026159
5079,Interviews,-1,5,6.004338,3.0044801
5133,curiosity,60,5,5.8847036,4.7956862
5158,orientation,-1,5,4.2962937,3.3811557
5167,Traffic,8,5,-0.8653639,2.3797352
5227,architecture,22,5,1.273433,6.660217
5281,Health,42,5,2.355857,3.9754603
5299,Banco,-1,5,2.7963398,5.8123827
5304,Traffic light without sound,25,5,7.468346,7.0409665
5357,kern juices,18,5,4.4242325,9.858215
5456,Dwarfs,24,5,6.0251827,7.563296
5725,Pontini Trattoria,58,5,3.7296212,8.900904
5742,books,47,5,5.1830516,3.0912201
5762,Toilette,-1,5,5.521836,7.9960194
5767,Venezia,50,5,2.2996378,10.570532
5879,gondola,1,5,-1.6833566,7.8767743
5934,Steps,0,5,1.3715552,0.15243557
5959,Redeemer,-1,5,5.1082,5.095888
5967,Fish market,13,5,7.0958567,8.899488
5974,calm,2,5,9.079328,6.4730344
6069,marble,46,5,5.138415,6.9794
6085,touch,48,5,2.3247669,2.9536033
6086,wood,-1,5,5.4054523,10.28786
6116,shopping,37,5,2.006093,5.4795322
6228,Water danger,23,5,5.9258537,8.389563
6299,pace,2,5,9.0815935,6.5013556
6331,like foscari,-1,5,4.046332,8.864437
6341,tobacco,-1,5,4.8330455,8.420157
6410,giudecca,58,5,3.3529894,8.959566
6994,Upv,55,5,4.1749563,6.4306917
7199,Modernist House,22,5,0.7858593,6.5967894
7278,dance,4,5,1.3863146,2.1429286
7294,Exhibitions,28,5,5.1586323,1.5721755
7742,Brazil,57,5,2.2142527,8.811983
7947,danger,-1,5,3.3184896,4.9295015
7992,soundscape,27,5,7.8302765,1.9320314
4832,sensorygarden,21,4,5.282456,9.883178
4954,Castellón,-1,4,2.2646947,9.646317
4962,traditional pastry,15,4,7.810033,10.004445
5080,Oranienburgerstrasse,39,4,2.6526935,6.84317
5081,CO Berlin,39,4,2.4826517,6.6046085
5100,sidewalk,9,4,-0.26886484,1.5856392
5182,Football,11,4,-0.14904699,4.942384
5403,road to santiago,57,4,1.8774939,9.07171
5483,Lock,-1,4,1.5982444,4.416142
5502,Joint,58,4,4.2290106,7.455171
5532,town hall,22,4,0.68885404,7.198486
5538,center,29,4,4.8429327,2.0200734
5549,interview,-1,4,5.986121,2.9989731
5621,silence,2,4,9.053032,6.3754044
5644,Bus stop,3,4,-1.4371156,3.0274963
5681,Campo Santa Margherita,57,4,2.1270468,9.457227
5686,Capital,22,4,0.5791,7.286104
5727,season,-1,4,5.875421,6.8165293
5802,registrations,52,4,3.5125792,4.079969
5854,Voices,31,4,6.6864944,2.6182714
5909,touch,48,4,2.3216896,2.956818
5913,handrail,-1,4,0.1962157,3.7395864
5926,stop,54,4,4.491135,4.9398527
5927,Crossroads,-1,4,-0.23554483,2.1582704
5985,Eco,19,4,5.218241,9.054929
6027,relief,52,4,3.7105143,4.015404
6041,portico,6,4,1.1211462,4.4733324
6042,cloister,-1,4,4.4767957,6.7028522
6155,Piers,1,4,-1.6014539,7.8194227
6173,primavera,24,4,6.1060505,7.5579195
6195,games,11,4,-0.11585365,4.946092
6316,Courtyards,22,4,1.0072987,7.1908336
6421,view,36,4,7.479148,4.744428
6471,dead bridges,-1,4,0.114866,3.2419846
6505,Service,-1,4,3.2484257,3.7101011
6532,pozzo,58,4,3.301869,9.187053
6670,Amor,32,4,4.4398685,3.0626252
7044,palm trees,20,4,4.9662156,10.302614
7141,mobility,-1,4,0.2810563,2.547819
7175,inclusion,52,4,3.8814316,4.067175
7180,pastel,15,4,7.7151213,9.955645
7183,sugarcane juice,18,4,4.389055,9.893215
7203,Curiosity,60,4,5.8948426,4.801219
7242,test,56,4,5.0811353,5.459317
7247,Guide dog,-1,4,7.2454157,8.010708
7323,Avenida Paulista,57,4,1.7620624,9.049603
7401,sao,60,4,5.741777,4.4957724
7412,Fiesp,-1,4,4.783956,7.5222015
7561,worm,13,4,6.9500327,8.720836
7610,Gastronomy,15,4,7.362168,10.216524
7677,Bahia,57,4,2.2946353,8.83717
7681,Salvador,57,4,2.349345,9.011028
7866,barcelona,57,4,2.1451912,9.191234
7900,north station,3,4,-1.1993264,3.7452817
7941,hiking,33,4,3.9686768,2.3858106
8072,Dangerous,-1,4,3.3152564,4.9769526
8194,center,29,4,4.823475,1.9951915
8210,time,-1,4,5.3739448,4.303432
8243,yokoham,-1,4,3.4899812,7.3888826
2902,pizza,15,3,7.5553765,10.302454
4712,scaffolding,-1,3,1.9015989,6.32634
4816,courtyard,22,3,0.9257459,7.218676
4871,health facilities,42,3,1.9905545,3.8238854
4966,strange things,-1,3,5.930669,5.0380054
4981,Ramp,-1,3,4.245394,6.7434874
4989,Barrera,-1,3,2.7213306,8.79738
4993,little dog angel,12,3,7.416239,8.060161
5000,children running around,17,3,2.9337585,1.7311301
5010,sidewalk level,9,3,-0.2404533,1.6647092
5062,Office,-1,3,2.8058786,5.063482
5068,Berlin Gallery,28,3,5.192753,1.4664828
5070,Travel,29,3,4.381192,1.8656316
5082,Post office,-1,3,2.5322022,4.85188
5112,Museum Island,28,3,5.470707,1.1996973
5139,fences,6,3,1.0817271,4.483779
5141,experience,-1,3,6.152053,4.1777363
5165,Stelenfeld,39,3,2.7731233,6.9313183
5174,Friends,32,3,4.217204,2.919848
5184,playing fields,11,3,-0.3181122,5.0517054
5229,Swimming pools,23,3,5.957081,8.316189
5295,Alameda,-1,3,2.6299853,8.84033
5329,cathedral,-1,3,0.46526405,9.4289875
5392,Catalan pavilion,-1,3,0.1399554,5.8212476
5402,Santiago de Compostela,57,3,2.1047363,9.3293915
5526,Bank pkobp market,-1,3,2.6027224,5.7085958
5565,club,32,3,3.9997764,3.001215
5587,Books,47,3,5.196298,3.1019728
5740,Bookshelf,47,3,5.1627264,3.0458715
5769,Appetizing,15,3,7.4308295,9.945813
5829,Colors,35,3,7.6023407,5.39749
5874,Saint Martha,41,3,0.8020163,9.871729
5877,Playground,10,3,-0.7766903,5.444427
5878,basket,-1,3,1.7392544,5.61982
5882,ride,7,3,-0.3713287,2.8929636
5886,narrow street,9,3,-0.33550033,1.6185871
5898,Multidirectional,-1,3,4.2490134,3.4681957
5942,Barca,57,3,2.3911915,9.230153
5978,portal,-1,3,1.3465006,4.113255
6019,pastry shop,15,3,7.9283314,10.18082
6099,schools,16,3,3.1950245,0.89783835
6158,Squero,-1,3,4.5316544,7.286199
6189,entrance,6,3,1.1233813,4.3368545
6198,avenue,9,3,-0.43306205,1.7807776
6206,empty,54,3,4.1786733,4.900782
6221,abandonment,54,3,4.0688715,4.855035
6249,greengrocers,-1,3,4.775365,9.511315
6280,osteria,13,3,7.1329317,8.836366
6312,fortune,60,3,5.266139,4.4223037
6344,Ice-cream,15,3,8.025808,9.837665
6366,fun,-1,3,6.305578,5.004899
6403,People Mover,4,3,0.65670854,2.3160975
6483,Darsena,58,3,3.7256312,7.792056
6631,pavilion,-1,3,0.13891163,5.7968636
6649,rain,24,3,6.2690496,7.670835
6678,tunnels,-1,3,-0.5383417,3.7965004
6813,concert,30,3,6.94582,1.1942136
6834,Bustle,-1,3,4.5327015,7.377914
6863,l'horta,58,3,3.4228745,8.65583
6901,sombra,26,3,6.740725,7.2259707
6954,sonora,27,3,7.805098,1.9603761
7008,bullring,-1,3,4.6830163,7.0139294
7027,Nazareth,40,3,0.48110655,9.684562
7040,La Roqueta,57,3,2.4227839,9.300186
7143,Deus,40,3,0.42631775,9.6746235
7161,free market,38,3,1.4337155,5.3076253
7173,dorinanowill,58,3,3.5250664,8.07697
7197,bus,3,3,-1.3781371,3.0550523
7217,Anhangabau Valley,58,3,3.0364828,8.132718
7243,paulo,57,3,1.5895147,8.872832
7250,access,49,3,3.2338905,3.1636097
7260,Vergueiro,58,3,3.6933174,8.258999
7261,Bengal,-1,3,3.6113443,6.746644
7314,Alex Flemming,58,3,3.8663065,7.6887074
7348,Santa Catarina Hospital,-1,3,1.5433918,9.611443
7430,casa,22,3,0.6788476,6.416211
7465,photograph,35,3,7.599625,5.142943
7497,cadevi association,32,3,4.1718664,2.9514635
7587,lack of accessibility,49,3,3.2509282,3.1829035
7598,GCM,-1,3,4.082447,6.1447215
7612,Barra Funda,57,3,2.56495,8.697057
7632,strawberry,18,3,4.461722,9.902269
7636,Museum,28,3,5.529021,1.1838645
7639,contemporary art,35,3,7.83777,5.522561
7664,exhibition,28,3,5.149442,1.5917169
7666,Sesc,46,3,5.1344204,6.8245015
7758,trail,33,3,3.9373224,2.454607
7762,Folklore Museum,28,3,5.4747214,1.2948915
7883,Street,9,3,-0.36465502,1.6371533
7893,Pedestrian street,-1,3,-0.02074863,1.9271979
7898,Camino,33,3,3.8641665,2.4883158
7915,sound traffic light,25,3,7.4863205,7.029893
7943,ruta,33,3,3.8645713,2.5137382
7950,Pont,23,3,5.929917,8.4926815
7959,Cerdanya,-1,3,4.5579214,7.262764
7978,first tram,3,3,-1.1040852,3.3787558
7991,Raven Valley,58,3,3.0076413,8.066158
7993,vines,-1,3,5.9718447,9.872256
8022,sound postcard,27,3,7.7940183,1.9543132
8211,years,61,3,5.210238,4.106303
8221,here,60,3,5.850348,4.550918
4671,pebbles,46,2,5.10032,7.0361114
4716,signage,-1,2,4.6124425,3.7570777
4717,engine,-1,2,3.306105,5.8842444
4728,medici,42,2,2.1785502,3.9157524
4775,chains,45,2,3.391405,6.124087
4793,stalls,38,2,1.3065801,5.389116
4809,MECO,58,2,3.3845859,9.044279
4817,Italian forum,50,2,2.4157455,10.416572
4836,hhome,58,2,3.8314462,6.9889574
4860,deterrent pillar,51,2,2.827131,4.3306117
4864,wait,60,2,5.6056676,4.652099
4946,Domingo,57,2,2.1522865,9.47945
4959,cokes,-1,2,5.106341,7.526423
4974,Job,44,2,2.8632617,5.4399905
4976,fruit boxes,18,2,4.396709,9.886265
4979,bus stop,3,2,-1.4372911,3.0175583
5051,Ping-pong,11,2,-0.18931995,4.958427
5059,BB9,45,2,3.4792767,6.407537
5067,Deck chairs,22,2,0.47460854,6.081404
5074,Bier,14,2,6.5045376,9.923437
5088,police,-1,2,2.736466,4.704278
5097,ABSV,55,2,4.0901203,6.537388
5105,defect,54,2,4.249295,5.1786118
5107,lack of tactile paving,34,2,6.8269863,5.7048163
5109,Crossing,-1,2,0.054852683,2.5180507
5127,cinemas,-1,2,6.0968895,1.293379
5149,violin,30,2,7.170435,1.2258474
5164,Brandenburg Gate,6,2,1.1839709,4.430249
5171,practice,-1,2,1.500543,2.5947473
5175,selfies,35,2,7.5343566,5.1255856
5193,Water pump,23,2,6.0184245,8.300067
5208,Performance,-1,2,6.4102044,1.3255832
5220,Galway,-1,2,6.049113,9.210394
5221,NCBI,45,2,3.57392,6.4119954
5233,Antoni Abad,-1,2,2.7316694,9.669955
5237,Pond,23,2,5.989062,8.495924
5290,Education,16,2,3.3090625,0.93481696
5308,School,16,2,3.2160223,0.93439883
5309,Stones,46,2,5.0718637,6.990784
5310,Cabin phone,-1,2,2.4361968,4.7191634
5315,CORREOS,58,2,3.9251957,8.501357
5320,hair helmet,58,2,4.001008,7.0691895
5338,taxi stop,3,2,-1.2782238,2.8994308
5353,drinking water,23,2,5.969825,8.328423
5372,Generic info,-1,2,4.768403,3.3602514
5376,Food area,15,2,7.4006753,10.156021
5380,Heat,24,2,5.861612,7.4962153
5383,Narrow street,9,2,-0.35533747,1.5889384
5407,No transition,54,2,4.0885334,4.8705134
5417,Hole in the sidewalk,46,2,4.946788,6.6894236
5422,Welcome,43,2,6.602189,4.026638
5426,Polish Association of the Blind,36,2,7.630578,4.345698
5455,Chameleon,-1,2,4.2670093,8.777445
5491,Recreation,10,2,-0.71529126,5.3823705
5501,Ladybird,12,2,7.7842917,8.1971655
5531,model,22,2,1.7316291,6.372702
5534,Pies,15,2,7.720119,9.920034
5578,Piano,30,2,7.2430143,1.211594
5592,Kiosk,37,2,1.9991186,5.4690647
5595,Ice-cream,15,2,8.01412,9.844033
5609,A humming puzzle,-1,2,7.4502325,2.2868283
5637,supermarkets,37,2,1.7832869,5.319692
5640,Main station,3,2,-1.2546868,3.7161953
5659,Drum,30,2,7.3587193,1.4030669
5660,silence,2,2,9.019249,6.3489075
5661,gretapower,-1,2,3.3375962,4.3808203
5667,prosecco,-1,2,2.993502,9.716194
5696,Calatrava bridge,-1,2,0.06436738,3.286522
5697,Piazzale Roma,50,2,2.275274,10.433857
5741,acqualt,58,2,4.0182104,7.871349
5743,magic,59,2,6.2397733,4.933645
5761,San Marco,50,2,2.0042758,10.041124
5772,Guggenheim,28,2,5.452567,1.2915804
5801,German warehouse,-1,2,2.4434242,6.357577
5808,Toys,-1,2,6.5145545,5.2518597
5859,laguna,23,2,5.909902,8.494352
5862,Prison,22,2,0.8230994,6.484184
5866,Rialto,-1,2,3.1466637,9.1488905
5881,dark,26,2,6.791131,7.2314577
5905,forest,20,2,5.1355677,10.415416
5906,nightinvenice,26,2,6.7574363,7.133164
5921,statue,-1,2,7.323642,5.858768
5924,Arsenal,11,2,0.038392663,4.879367
5929,Crowding,-1,2,2.987892,2.5361485
5955,Worksite,44,2,2.6932263,5.612635
5956,tradition,61,2,5.083042,3.966039
5971,pesce,13,2,7.1560097,8.864858
5972,Aaudiolibro,27,2,7.546255,1.7859215
6048,building model,22,2,1.5667988,6.4666
6052,platforms,49,2,2.8808753,3.4318874
6057,Local,22,2,1.4251161,7.363702
6059,News kiosk,-1,2,2.4545517,4.897616
6088,railing,-1,2,0.23607358,3.7713165
6095,San Rocco school,-1,2,1.9894606,10.155917
6104,frari,58,2,3.6684146,8.558075
6105,san polo,50,2,2.0413053,9.936807
6119,poetry,-1,2,5.7189307,3.3192904
6122,tables,15,2,7.231995,10.507423
6124,disabled access,49,2,3.1603644,3.2673132
6133,riva,58,2,3.8074946,8.19143
6153,license plates,8,2,-0.91918993,2.3008556
6166,rocco,-1,2,2.5458891,10.158769
6174,Catwalk,-1,2,-0.028563669,1.8930117
6193,information,-1,2,4.78596,3.4105015
6197,Rest,2,2,9.079754,6.831585
6199,rides,7,2,-0.41004553,2.8953123
6209,manholes,46,2,4.9312673,6.7183385
6212,Partisans,52,2,4.19499,4.244957
6214,parking,3,2,-1.2144997,2.8379838
6259,navi,58,2,4.0190325,7.2562184
6270,Seven,60,2,5.412371,4.5003777
6272,students,16,2,3.2761142,0.9395788
6281,spritz,-1,2,4.8637886,7.528095
6309,donne,17,2,3.1383097,1.9786168
6322,buildings,22,2,0.8702388,7.117984
6332,Job,44,2,2.8625278,5.436922
6337,synagogue,40,2,0.31009606,9.516739
6339,bakery,15,2,7.9462366,10.195875
6343,craftsmanship,-1,2,3.020113,5.825817
6354,Movement,4,2,0.7320056,2.3316681
6372,water,23,2,5.9930854,8.345667
6373,noise,27,2,8.113569,2.1880004
6376,pizzeria,15,2,7.6064687,10.46963
6378,court,11,2,-0.13314983,4.8808155
6394,Parking,3,2,-1.1968033,2.8256109
6418,Hostel,22,2,0.7697627,6.5905304
6425,venetians,50,2,2.331526,10.561674
6447,Lido,-1,2,3.636582,9.230719
6449,pool,23,2,6.008535,8.308316
6459,tennis court,11,2,-0.26737413,4.929428
6465,s.Elena,-1,2,3.3199692,7.931611
6489,Utilities,-1,2,3.2521203,3.9975293
6521,Office,-1,2,2.782959,5.064764
6528,souvenir,28,2,5.514576,1.6256703
6533,supermarket,37,2,1.8134203,5.3122034
6540,Casino,11,2,-0.082192235,5.094602
6545,Environmental description,19,2,5.2190294,9.0121975
6551,Beaches,23,2,5.539164,8.367657
6603,Location description,22,2,1.4795649,7.373352
6607,family,-1,2,3.5139408,2.6059804
6618,Olafur Eliasson,58,2,3.6257744,7.781722
6619,Green Light,-1,2,7.1843233,7.101845
6632,Venezuela,57,2,2.740687,9.2551155
6636,Nordic countries,39,2,2.75211,6.84305
6648,storm,24,2,6.221599,7.562005
6651,Party,32,2,3.9771917,2.9571605
6653,documenta,-1,2,4.930894,3.3632495
6655,Concerto,30,2,7.036485,1.1774415
6667,rosa,-1,2,4.6319084,9.442058
6676,earrings,36,2,7.3699565,4.6995125
6685,textures,34,2,6.8021064,5.65781
6710,uncivic,54,2,4.260521,4.699712
6721,Plants,21,2,5.1989512,9.913953
6724,Loves,32,2,4.379035,2.9875944
6747,Moscowneversleeps,-1,2,3.1387174,7.1282682
6749,Center of the travelers,29,2,4.573621,1.8399394
6783,fauna,-1,2,5.5647945,9.162029
6820,Sing,31,2,6.928066,2.1825933
6826,urban details,22,2,0.779245,7.4264703
6829,channel,1,2,-1.2686727,7.3606844
6862,Picanya,60,2,5.7776036,4.6280756
6876,Oven,14,2,6.8627453,9.914276
6902,flavors,15,2,7.2186885,9.701642
6923,Tranquillity,2,2,9.08752,6.499458
6924,Pigeons,12,2,7.812271,8.183251
6928,blackbirds,12,2,7.7701583,8.174925
6931,arena,11,2,-0.22457454,4.931052
6932,street music,30,2,7.039031,1.2393051
6947,voice,-1,2,6.7472653,2.5669405
6949,show,28,2,5.3415494,1.6536103
6950,market,38,2,1.373111,5.410045
6952,interview,-1,2,6.013174,2.9934256
6959,paint,35,2,7.738361,5.4281006
6964,games,11,2,-0.100114554,4.9596925
7005,browsing,49,2,3.3195438,3.0966196
7009,second part,-1,2,5.3287535,4.533416
7024,Aroma,-1,2,6.9532557,9.482574
7025,grass,21,2,5.2539196,9.603028
7077,Torres Quart,57,2,2.7898655,9.026089
7082,The first Valencia XI,57,2,2.1260643,9.369081
7083,Churros,58,2,3.8316088,8.744201
7170,São Paulo,57,2,2.1621518,8.87241
7188,Dorina Nowill,58,2,3.4738312,8.012375
7201,Architecture,22,2,1.2463709,6.6404786
7208,experience,60,2,6.107263,4.2618318
7209,Rosewood,20,2,5.1570644,10.332035
7210,City Matarazzo,57,2,1.9863387,9.457056
7214,Cheese bread,15,2,7.573468,9.99454
7244,Cultural center,29,2,4.6167974,1.820339
7249,a great institution,16,2,3.353512,0.7829045
7274,tactile floor on the right,34,2,6.8074408,5.6957445
7275,piso,22,2,1.2156572,6.235654
7311,rehearsal,30,2,6.6726394,1.2138327
7350,blindwikibr,-1,2,7.7806215,4.1202297
7354,Roselene,-1,2,4.5629444,9.272446
7364,Bishop of Rosario,41,2,0.74353236,9.849139
7409,Shopping city São Paulo,57,2,1.9946793,8.844599
7420,Mequi 1000,45,2,3.4262145,6.449007
7435,Thanks,43,2,6.588892,4.038414
7445,Moreira Salles Institute,57,2,2.0950172,8.990313
7449,singing and enchanting,31,2,6.98101,2.164207
7450,street trading,38,2,1.4558916,5.441199
7454,diversity in Paulista,57,2,1.7680057,8.810967
7458,crafts in Paulista,-1,2,2.002468,8.657202
7459,street artist,35,2,7.8170757,5.5096774
7466,Moreira Salles,57,2,2.7147393,9.109281
7476,trees,20,2,5.1213875,10.465769
7485,trash,44,2,2.843699,6.133563
7491,Assoc,58,2,3.9042003,7.724078
7523,people,-1,2,3.1013923,2.503597
7524,holes,46,2,4.9222293,6.6497726
7549,Oswaldo Cruz College,57,2,2.1372645,9.149455
7553,resilience,-1,2,3.411885,4.526644
7564,Sidewalk,9,2,-0.25668505,1.630983
7602,Memorial America Latina,57,2,2.3289135,9.2805
7609,Camaragibe Street,57,2,1.7812717,9.01467
7634,Sorocaba Route,57,2,2.4543924,9.207205
7663,Sesc Sorocaba,57,2,2.6852338,9.134931
7665,Carolina Maria,-1,2,1.7075872,9.600274
7668,sp,-1,2,4.8504148,7.4442115
7683,Eodoviaria,58,2,3.7548156,8.626299
7712,Rota,58,2,4.0488586,7.829267
7724,Testimonial,-1,2,7.2713275,4.290347
7734,Different look,-1,2,7.1542892,4.8332
7745,Taste festival,15,2,7.2728295,9.75661
7754,Basalt,46,2,4.9972043,6.97999
7787,spring,24,2,6.1485753,7.605792
7838,Treats,15,2,7.322078,9.8677025
7843,Sustainability,19,2,5.1569533,9.090934
